Boys Enrolled,Complete Primary Schools,Girls Enrolled,Primary Schools with single classroom,Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Area (km²),Bomb Blasts Occurred,Boundary wall,Building condition satisfactory,Complete Primary Schools,City,Drinking water,Drone attacks in Pakistan,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Gender parity score,Global Terrorism Index - Pakistan,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,Province,Retention score,School infrastructure score,Terrorist Attacks Affectees,Toilet,Total number of schools,Year
0.8144,0.024200054,0.1856,0.417585372,0.558214574,0.021,0.1512,0.101,0.1979,19638,41,35.42473535,29.5120062,90,Tharparkar,29.82184353,24,49.44511576,0.0259,1.290988897,72.5,68.55546306,9.07,24.325,0.5289,0.927894212,3719,0.072105788,289,0.037,955812,1553,2076,Sindh,32.4,26.48076427,5379,36.35424735,4008,2013
0.8671,0.018284107,0.1329,0.514767932,0.466947961,0.0271,0.2257,0.0482,0.2548,19638,41,27.5142315,14.86401012,26,Thatta,18.56419987,24,39.17521407,0.0259,2.024035421,50.83333333,63.29252293,9.07,27.375,0.4442,0.938613861,1422,0.061386139,93,0.037,914291,732,664,Sindh,15.2,18.77292853,5379,30.89816572,1515,2013
0.9189,0.089423077,0.0811,0.328365385,0.582211538,0.1056,0.2264,0.1352,0.252,17355,41,49.45155393,34.09506399,186,Umerkot,30.39305302,24,49.30634437,0.0259,15.26508227,74.16666667,58.1087108,9.07,37.75,0.2808,0.9344115,2080,0.0655885,146,0.037,1113194,683,1211,Sindh,27.2,37.58683729,5379,58.72943327,2226,2013
0.6349,0.936599424,0.3652,0.034582133,0.028818444,0.1706,0.162,0.2473,0.2495,768,27,17.79036827,31.575,325,Bagh,36.93909348,19,80.745,0.0262,20.88243626,89.38,86.515,9.37,82.7,0.1706,0.577371048,347,0.422628952,254,0.041,351415,12,10,AJK,64.38,30.075,5496,43.19688385,601,2014
0.7106,0.594202899,0.2894,0.359903382,0.04589372,0.1525,0.2021,0.1738,0.1543,1516,27,36.14236902,53.62,246,Bhimber,56.261959,19,79.35,0.0262,51.68109339,88.685,78.94,9.37,63.07,0.3174,0.695798319,414,0.304201681,181,0.041,301633,149,19,AJK,86.705,47.31,5496,38.86446469,595,2014
0.5631,0.9390681,0.4369,0.021505376,0.039426523,0.0535,0.0455,0.1631,0.2005,1516,27,15.51459854,15.755,262,Hattian,42.89051095,19,80.44,0.0262,20.33211679,86.915,93.69,9.37,77.665,0.5374,0.736147757,279,0.263852243,100,0.041,301633,6,11,AJK,63.48,28.85,5496,49.76277372,379,2014
0.5546,0.827225131,0.4455,0.041884817,0.130890052,0.0157,0.2244,0.0709,0.122,600,27,5.612903226,10.355,158,Haveli,39.97849462,19,79.545,0.0262,7.806451613,89.39,94.545,9.37,65.135,0.5669,0.729007634,191,0.270992366,71,0.041,150000,8,25,AJK,69.105,19.485,5496,33.67204301,262,2014
0.5231,0.592348285,0.477,0.346965699,0.060686016,0.0712,0.2306,0.0978,0.136,2162,27,19.21049137,59.03,449,Kotli,36.63213811,19,79.925,0.0262,38.24568393,62.955,97.695,9.37,76.49,0.4644,0.731660232,758,0.268339768,278,0.041,834094,263,46,AJK,82.555,36.525,5496,29.50332005,1036,2014
0.6156,0.582191781,0.3844,0.173515982,0.244292237,0.8542,0.0128,0.0972,0.023,2310,27,72.88235294,68.925,255,Mirpur,66.43627451,19,74.02,0.0262,73.6127451,79.48,88.44,9.37,67.315,0.0128,0.706451613,438,0.293548387,182,0.041,754482,76,107,AJK,60.845,67.875,5496,57.53431373,620,2014
0.7284,0.940717629,0.2717,0.026521061,0.03276131,0.099,0.1083,0.1886,0.2433,2496,27,17.77672956,29.705,603,Muzaffarabad,38.55974843,19,65.69,0.0262,18.27358491,60.01,77.165,9.37,72.6,0.3609,0.718609865,641,0.281390135,251,0.041,638973,17,21,AJK,52.98,29.33,5496,42.33333333,892,2014
0.6484,0.737327189,0.3517,0.184331797,0.078341014,0.0408,0.2531,0.1347,0.2122,2496,27,18.74418605,44.575,160,Neelum,45.3255814,19,71.5,0.0262,17.8255814,46.425,85.165,9.37,79.315,0.3592,0.777777778,217,0.222222222,62,0.041,638973,40,17,AJK,75.1,35.675,5496,51.89534884,279,2014
0.5377,0.846975089,0.4624,0.112099644,0.040925267,0.0452,0.2543,0.0709,0.1553,855,27,7.220248668,30.59,476,Poonch,23.97335702,19,74.345,0.0262,17.21047957,48.415,96.235,9.37,71.665,0.4743,0.679564692,562,0.320435308,265,0.041,411035,63,23,AJK,81.055,20.725,5496,24.63765542,827,2014
0.5977,0.707042254,0.4024,0.225352113,0.067605634,0.0188,0.2602,0.0784,0.1411,569,27,8.5625,72.075,251,Sudhnutti,21.90340909,19,71.08,0.0262,22.06818182,51.7,90.235,9.37,60.735,0.5016,0.718623482,355,0.281376518,139,0.041,204091,80,24,AJK,81.655,30.675,5496,28.76136364,494,2014
0.7377,0.239631336,0.2623,0.188940092,0.571428571,0.3594,0.0046,0.5438,0.0922,12510,27,40.7195122,45.60747573,52,Awaran,74.04878049,19,46.345,0.0262,6.182926829,36.845,76.23,9.37,45,0,0.812734082,217,0.187265918,50,0.041,118173,41,124,Balochistan,49.81,38.3,5496,24.93902439,267,2014
0.8583,0,0.1418,0.394316163,0.811722913,0.0324,0.3157,0.1672,0.4846,3514,27,12.113879,16.98702128,0,Barkhan,27.15836299,19,52.35,0.0262,14.9911032,45.675,64.175,9.37,45.64,0,0.924466338,563,0.075533662,46,0.041,103545,222,457,Balochistan,53.91,14.77,5496,2.588967972,609,2014
0.6343,0.342723005,0.3657,0.122065728,0.535211268,0.2295,0.0246,0.4385,0.3074,44748,27,57.6969697,17.1507513,73,Chaghi,71.08080808,19,55.98,0.0262,16.01515152,29.575,86.57,9.37,44.74,0,0.825581395,213,0.174418605,45,0.041,300000,26,114,Balochistan,63.025,44.28,5496,59.43434343,258,2014
0.9431,0.612244898,0.0569,0.227891156,0.159863946,0.2222,0.0382,0.5104,0.2292,10160,27,24.23476703,35.58785714,180,Dera Bugti,55.47670251,19,30.905,0.0262,11.65053763,8.825,55.695,9.37,27.795,0,0.825842697,294,0.174157303,62,0.041,181310,67,47,Balochistan,31.295,27.47,5496,10.39605735,356,2014
0.5599,0.244239631,0.4402,0.230414747,0.525345622,0.4458,0.0161,0.3173,0.2209,12637,27,65.42682927,19.52830049,53,Gwadar,46.53658537,19,75.24,0.0262,48.64634146,61.925,94.015,9.37,76.68,0,0.794871795,217,0.205128205,56,0.041,185498,50,114,Balochistan,68.325,50.245,5496,71.07317073,273,2014
0.9315,0.280821918,0.0685,0.143835616,0.575342466,0.1205,0.1145,0.3916,0.3735,4096,27,70.03521127,55.6360274,41,Harnai,64.28169014,19,61.705,0.0262,43.82394366,69.04,56.85,9.37,62.625,0,0.863905325,146,0.136094675,23,0.041,140000,21,84,Balochistan,58.3,58.525,5496,58.86619718,169,2014
0.6715,0.142857143,0.3285,0.187122736,0.670020121,0.1241,0.2011,0.282,0.3929,2445,27,39.12274368,22.63736264,71,Jaffarabad,66.88929001,19,61.31,0.0262,44.63537906,40.915,82.85,9.37,58.305,0,0.878091873,497,0.121908127,69,0.041,432817,93,333,Balochistan,63.175,41.09,5496,32.17027678,566,2014
0.7554,0.194331984,0.2446,0.198380567,0.607287449,0.1068,0.2206,0.274,0.3986,3615,27,41.40598291,6.000172414,48,Jhal Magsi,59.26923077,19,67.845,0.0262,28.56837607,48.61,74.46,9.37,73,0,0.831649832,247,0.168350168,50,0.041,109941,49,150,Balochistan,75.32,30.65,5496,17.9957265,297,2014
0.8067,0.225063939,0.1933,0.350383632,0.42455243,0.4007,0.0505,0.4729,0.0758,7499,27,48.17582418,16.0279558,88,Kachhi,36.51098901,19,56.84,0.0262,33.98351648,41.695,69.33,9.37,69.69,0,0.863134658,391,0.136865342,62,0.041,288056,137,166,Balochistan,46.645,31.685,5496,23.74725275,453,2014
0.6997,0.228070175,0.3004,0.280701754,0.49122807,0.2671,0.1087,0.3475,0.2766,6622,27,65.43324251,12.38040541,91,Kalat,46.66212534,19,56.845,0.0262,21.3147139,46.51,80.035,9.37,45.68,0,0.836477987,399,0.163522013,78,0.041,237834,112,196,Balochistan,55.14,38.99,5496,49.16893733,477,2014
0.6603,0.442913386,0.3398,0.206692913,0.350393701,0.5711,0.0126,0.3703,0.046,22539,27,49.02972399,23.43144068,225,Kech,53.25902336,19,59.34,0.0262,37.91719745,53.415,83.975,9.37,34.225,0,0.765060241,508,0.234939759,156,0.041,413204,105,178,Balochistan,65.76,43.505,5496,53.89278132,664,2014
0.602,0.054644809,0.3981,0.295081967,0.650273224,0.682,0,0.2995,0.0184,8958,27,42.20930233,12.78409091,10,Kharan,44.13953488,19,71.23,0.0262,28.11627907,58.845,89.805,9.37,74.105,0,0.788793103,183,0.211206897,49,0.041,132500,54,119,Balochistan,62.175,33.23,5496,38.89534884,232,2014
0.6896,0.321711569,0.3104,0.17274168,0.505546751,0.242,0.0778,0.3655,0.3147,35380,27,60.72486773,35.04921053,203,Khuzdar,57.72045855,19,66.545,0.0262,30.02645503,82.07,81.04,9.37,58.81,0,0.869146006,631,0.130853994,95,0.041,417466,109,319,Balochistan,44.25,46.085,5496,46.90476191,726,2014
0.942,0.194063927,0.058,0.235159817,0.570776256,0.167,0.1092,0.4197,0.3041,3293,27,56.07425743,15.79475309,85,Killa Abdullah,50.88613861,19,45.63,0.0262,31.77227723,35.57,55.8,9.37,53.805,0,0.857142857,438,0.142857143,73,0.041,370269,103,250,Balochistan,37.36,38.7,5496,38.96039604,511,2014
0.751,0.03142329,0.2491,0.336414048,0.632162662,0.1309,0.2636,0.2382,0.3673,6831,27,49.71653543,29.06619048,17,Killa Saifullah,72.92519685,19,66.095,0.0262,37.57086614,61.795,74.905,9.37,65.015,0,0.892739274,541,0.107260726,65,0.041,193553,182,342,Balochistan,62.68,46.305,5496,42.23622047,606,2014
0.883,0,0.117,0.202970297,0.824257426,0.1941,0.1648,0.158,0.4831,7610,27,38.39348371,33.27186352,0,Kohlu,53.31203008,19,63.68,0.0262,19.64661654,73.515,61.7,9.37,59.575,0,0.905829596,404,0.094170404,42,0.041,99846,82,333,Balochistan,59.94,35,5496,30.39348371,446,2014
0.6719,0.362934363,0.3281,0.185328185,0.451737452,0.1809,0.1152,0.3262,0.3777,15153,27,52.14255765,27.87359833,188,Lasbela,62.57651992,19,59.225,0.0262,38.6278826,42.87,82.81,9.37,50.08,0,0.854785479,518,0.145214521,88,0.041,312695,96,234,Balochistan,61.14,47.315,5496,55.36897275,606,2014
0.7372,0,0.2628,0.409657321,0.660436137,0.2881,0.0971,0.2835,0.3313,9830,27,49.37815126,38.99146962,0,Loralai,56.34033613,19,59.835,0.0262,48.20588235,51.825,76.28,9.37,53.03,0,0.887966805,642,0.112033195,81,0.041,295555,263,424,Balochistan,58.215,48.56,5496,49.87815126,723,2014
0.7085,0.392739274,0.2916,0.165016502,0.442244224,0.204,0.0793,0.3144,0.4023,5896,27,76.22508591,35.20935374,119,Mastung,39.02749141,19,60.83,0.0262,32.32646048,64.02,79.155,9.37,44.85,0,0.801587302,303,0.198412698,75,0.041,179784,50,134,Balochistan,55.285,48.045,5496,57.43298969,378,2014
0.7968,0,0.2032,0.378787879,0.78030303,0.216,0.0314,0.5087,0.2439,5728,27,48.6434263,20.69996063,0,Musakhail,30.54581673,19,48.885,0.0262,19.19123506,32.71,70.32,9.37,49.115,0,0.868421053,264,0.131578947,40,0.041,134056,100,206,Balochistan,43.39,30.63,5496,34.06972112,304,2014
1,0,0,0.35619469,0.685840708,0.2484,0.2022,0.222,0.3275,3387,27,47.40361446,14.04784689,0,Nasirabad,69.75301205,19,58.61,0.0262,61.31927711,68.6,49.525,9.37,67.235,0,0.88976378,452,0.11023622,56,0.041,245894,161,310,Balochistan,49.09,44.735,5496,31.14457831,508,2014
0.6433,0.524096386,0.3567,0.078313253,0.397590361,0.8047,0,0.1721,0.0233,5797,27,21.58441558,48.7607947,87,Nushki,60.87662338,19,61.795,0.0262,47.81168831,47.3,85.67,9.37,49.49,0,0.697478992,166,0.302521008,72,0.041,137500,13,66,Balochistan,64.73,39.06,5496,16.26623377,238,2014
0.7696,0.595611285,0.2305,0.103448276,0.300940439,0.073,0.0919,0.4297,0.4054,16891,27,64.3943662,31.85737589,190,Panjgur,68.78873239,19,58.19,0.0262,28.02112676,97,73.045,9.37,50.965,0,0.811704835,319,0.188295165,74,0.041,234051,33,96,Balochistan,60.245,46.325,5496,38.54225352,393,2014
0.7273,0.145102781,0.2727,0.338573156,0.516324063,0.3447,0.1242,0.3029,0.2281,7819,27,60.46264744,29.23853403,120,Pishin,63.61271298,19,63.155,0.0262,27.64285714,44.515,77.27,9.37,73.85,0,0.838742394,827,0.161257606,159,0.041,367183,280,427,Balochistan,57.005,44.005,5496,39.06749672,986,2014
0.5833,0.751282051,0.4168,0.094871795,0.153846154,0.4291,0.0354,0.3799,0.1555,2653,27,85.53295129,42.98417293,293,Quetta,56.48424069,19,75.31,0.0262,47.17765043,69.59,91.675,9.37,66.565,0,0.681818182,390,0.318181818,182,0.041,744802,37,60,Balochistan,73.41,58.58,5496,60.7034384,572,2014
0.9553,0.012195122,0.0448,0.237804878,0.75,0.2096,0.0778,0.4431,0.2695,0,27,51.56451613,35.19468354,2,Sherani,36.82258065,19,50.535,0.0262,25.16129032,44.82,54.475,9.37,52.66,0,0.891304348,164,0.108695652,20,0.041,0,39,123,Balochistan,50.195,40.5,5496,53.75806452,184,2014
0.6279,0.368932039,0.3721,0.276699029,0.354368932,0.5826,0.0367,0.1835,0.1972,7796,27,60.18932039,26.23402439,76,Sibi,57.57281553,19,64.12,0.0262,51.13592233,59.505,87.21,9.37,43.205,0,0.78030303,206,0.21969697,58,0.041,180398,57,73,Balochistan,66.55,48.805,5496,48.89320388,264,2014
0.8471,0.174193548,0.153,0.2,0.625806452,0.2733,0.0058,0.6686,0.0523,29510,27,45.0106383,45.71428571,27,Washuk,54.84042553,19,38.835,0.0262,28.5,53.36,65.295,9.37,33,0,0.824468085,155,0.175531915,33,0.041,118171,31,97,Balochistan,46.875,41.395,5496,32.91843972,188,2014
0.8678,0.152027027,0.1322,0.165540541,0.682432432,0.1524,0.061,0.3689,0.4177,20297,27,41.95683453,34.71400356,45,Zhob,38,19,38.41,0.0262,22.87410072,48.35,63.22,9.37,39.88,0,0.848137536,296,0.151862464,53,0.041,275142,49,202,Balochistan,46.305,32.19,5496,23.41726619,349,2014
0.7232,0.178082192,0.2769,0.296803653,0.525114155,0.0659,0.3023,0.1822,0.4496,1489,27,35.94470046,28.57142857,39,Ziarat,16.58986175,19,41.745,0.0262,1.382488479,69.44,77.685,9.37,57.8,0,0.829545455,219,0.170454545,45,0.041,33340,65,115,Balochistan,25.685,21.38,5496,24.42396313,264,2014
0.7568,0.908560311,0.2433,0.007782101,0.083657588,0.1745,0.2383,0.1326,0.2097,1489,27,66.19343066,9.538406193,467,Bajaur Agency,36.32116788,19,66.27,0.0262,35.37591241,70.345,74.325,9.37,77.935,0.245,0.856666667,514,0.143333333,86,0.041,33340,4,43,FATA,42.48,36.56,5496,35.37226277,600,2014
0.6483,0.917378917,0.3517,0,0.082621083,0.2044,0.234,0.2857,0.1601,1227,27,88,13.18004983,322,FR Bannu,50.87288136,19,56.51,0.0262,67.03389831,57.54,85.17,9.37,47.065,0.1158,0.851941748,351,0.148058252,61,0.041,675667,0,29,FATA,36.255,51.65,5496,39.16101695,412,2014
0.9551,0.886363636,0.045,0.015151515,0.098484848,0.1579,0.2697,0.1184,0.1842,1227,27,77.08333333,30.0652459,117,FR DI Khan,39.08333333,19,37.12,0.0262,64.83333333,40.26,54.495,9.37,37.65,0.2697,0.851612903,132,0.148387097,23,0.041,675667,2,13,FATA,16.06,50.98,5496,43.83333333,155,2014
1,0.945578231,0,0.020408163,0.034013605,0.1568,0.2811,0.1838,0.2108,1227,27,67.67857143,12.2937931,139,FR Kohat,31.75,19,30.71,0.0262,52.96428571,52,38.15,9.37,47.17,0.1676,0.794594595,147,0.205405405,38,0.041,675667,3,5,FATA,35.105,40.385,5496,37.25,185,2014
0.7088,0.979166667,0.2913,0,0.020833333,0.1589,0.3271,0.1028,0.2617,1227,27,78.36585366,5.357142857,94,FR Lakki Marwat,32.02439024,19,60.42,0.0262,20.86585366,70.36,79.125,9.37,49.915,0.1495,0.834782609,96,0.165217391,19,0.041,675667,0,2,FATA,42.275,35.25,5496,39.63414634,115,2014
0.8684,0.953333333,0.1317,0.013333333,0.033333333,0.4,0.0667,0.2444,0.1944,1227,27,82.34375,1.171875,143,FR Peshawar,63.953125,19,54.355,0.0262,59.21875,80.575,63.165,9.37,22,0.0944,0.824175824,150,0.175824176,32,0.041,675667,2,5,FATA,51.695,50.915,5496,47.875,182,2014
0.7492,0.830687831,0.2509,0.026455026,0.142857143,0.2629,0.2019,0.1972,0.2254,1227,27,82.61111111,4.658385093,157,FR Tank,54.5,19,69.1,0.0262,64.2345679,84.355,75.085,9.37,49.815,0.1127,0.828947368,189,0.171052632,39,0.041,675667,5,27,FATA,67.15,52.4,5496,56,228,2014
0.9595,0.913043478,0.0406,0.00621118,0.080745342,0.4173,0.1011,0.2243,0.1452,1227,27,52.46264368,40.77659772,588,Khyber Agency,34.77298851,19,47.945,0.0262,42.28448276,47.68,54.055,9.37,52.485,0.1121,0.878581173,644,0.121418827,89,0.041,675667,4,52,FATA,37.57,40.905,5496,34.21551724,733,2014
0.7208,0.906614786,0.2793,0.009727626,0.083657588,0.2461,0.1594,0.1664,0.1664,1227,27,44.33870968,5.300515021,466,Kurram Agency,41.29569893,19,45.975,0.0262,55.67204301,44,77.925,9.37,73.9,0.2617,0.829032258,514,0.170967742,106,0.041,675667,5,43,FATA,47.035,36.865,5496,37.72043011,620,2014
0.6712,0.953535354,0.3288,0.002020202,0.044444444,0.1526,0.207,0.1544,0.1649,1227,27,51.66873706,2.338045267,472,Mohmand Agency,28.88509317,19,51.745,0.0262,38.7505176,37.345,82.88,9.37,32.865,0.3211,0.831932773,495,0.168067227,100,0.041,675667,1,22,FATA,53.895,30.505,5496,30.88509317,595,2014
0.6607,0.839416058,0.3393,0.077858881,0.082725061,0.4712,0.1215,0.2196,0.1194,1227,27,78.94370861,61.28854139,690,North Waziristan Agency,80.16887417,19,50.935,0.0262,76.62251656,35,83.93,9.37,82.13,0.0682,0.868004224,822,0.131995776,125,0.041,675667,64,68,FATA,61.245,71.535,5496,60.65231788,947,2014
0.8597,0.937209302,0.1403,0.018604651,0.044186047,0.0593,0.1861,0.1022,0.1943,1227,27,67.74038462,7.689096386,403,Orakzai Agency,26.59134615,19,55.41,0.0262,32.55769231,59.38,64.03,9.37,49.995,0.4581,0.866935484,430,0.133064516,66,0.041,675667,8,19,FATA,48.25,32.45,5496,27.67307692,496,2014
0.8285,0.917460317,0.1715,0.015873016,0.066666667,0.3241,0.1245,0.166,0.1897,1227,27,59.91587902,0.187969925,578,South Waziristan Agency,32.85727788,19,46.19,0.0262,41.49149338,25,67.15,9.37,72.13,0.1957,0.847913863,630,0.152086137,113,0.041,675667,10,42,FATA,69.035,34.86,5496,39.83931947,743,2014
0.8043,0.65625,0.1957,0.03125,0.3125,0.1795,0.1795,0.1709,0.1966,1227,27,38.84375,50,42,Astor,34.59375,19,63.87,0.0262,30.25,79.36,69.57,9.37,41.83,0.2735,0.547008547,64,0.452991453,53,0.041,675667,2,20,GB,64.715,42.59,5496,59.25,117,2014
0.9298,0,0.0703,0.378640777,0.67961165,0.0921,0.1757,0.3724,0.1423,1227,27,55.66141732,30.1747482,0,Diamir,66.53543307,19,55.97,0.0262,61.02362205,39.335,57.025,9.37,87.335,0.2176,0.861924686,206,0.138075314,33,0.041,675667,78,140,GB,40.18,53.875,5496,55.98031496,239,2014
0.6305,0.805970149,0.3695,0,0.194029851,0.1583,0.1511,0.2662,0.2158,6400,27,59.24242424,18.96742718,54,Ghanchi,46.90909091,19,78.69,0.0262,65.48484849,83.825,86.95,9.37,69.18,0.2086,0.482014388,67,0.517985612,72,0.041,88366,0,13,GB,74.805,44.845,5496,33.60606061,139,2014
0.6686,0.728813559,0.3315,0,0.271186441,0.4912,0.0439,0.307,0.1404,9635,27,61.04761905,48.5060241,43,Ghizer,87.47619048,19,59.095,0.0262,85.88888889,52.565,83.145,9.37,50.035,0.0175,0.51754386,59,0.48245614,55,0.041,120218,0,16,GB,50.645,70.265,5496,68.3968254,114,2014
0.6274,0.818181818,0.3727,0.012987013,0.168831169,0.5211,0.0845,0.169,0.2113,3800,27,81.14285714,67.25916667,63,Gilgit,73.5,19,70.02,0.0262,82.78571429,61.24,87.265,9.37,53.08,0.0141,0.542253521,77,0.457746479,65,0.041,243324,1,13,GB,78.475,75.58,5496,73.21428571,142,2014
0.5416,0.926829268,0.4585,0,0.073170732,0.5758,0.0404,0.2323,0.1212,15700,27,76.45652174,42.73368421,38,Hunza Nagar,89.30434783,19,81.405,0.0262,51,63.305,95.845,9.37,70.095,0.0303,0.414141414,41,0.585858586,58,0.041,0,0,3,GB,96.37,70.98,5496,95.41304348,99,2014
0.7444,0.713780919,0.2557,0.017667845,0.268551237,0.2212,0.1176,0.2188,0.1765,15000,27,51.05223881,10.71611285,202,Skardu,40.08208955,19,71.755,0.0262,38.58955224,60.8,75.565,9.37,71.915,0.2659,0.665882353,283,0.334117647,142,0.041,214848,5,76,GB,78.735,35.655,5496,37.8358209,425,2014
0.6022,0.994764398,0.3978,0.005235602,0,0.8849,0.0026,0.11,0.0026,906,27,99.47643979,85.3562766,190,Islamabad,93.92931937,19,72.98,0.0262,99.47643979,62.01,89.78,9.37,65.8,0,0.488491049,191,0.511508951,200,0.041,1829180,1,0,ICT,74.33,95.595,5496,99.7382199,391,2014
0.8165,0.63282795,0.1836,0.177323665,0.189848385,0.2305,0.1298,0.2679,0.2261,1967,27,64.72682016,70.59149562,960,Abbottabad,75.89390168,19,73.26,0.0262,52.96141879,72.715,68.355,9.37,71.28,0.1458,0.830777656,1517,0.169222344,309,0.041,880666,269,288,KP,80.69,68.915,5496,80.3851898,1826,2014
0.7569,0.634894992,0.2431,0.085621971,0.279483037,0.5996,0.0541,0.1725,0.109,1967,27,98.59324759,99.57035714,786,Bannu,99.91961415,19,62.845,0.0262,99.87942122,55.225,74.31,9.37,59.345,0.0648,0.826987308,1238,0.173012692,259,0.041,880666,106,346,KP,62.49,98.6,5496,95.01607717,1497,2014
0.7957,0.479395604,0.2043,0.309065934,0.211538462,0.0991,0.153,0.2191,0.2362,1301,27,44.3457223,49.24369535,349,Batagram,36.68092567,19,50.045,0.0262,15.97896213,47,70.43,9.37,55.675,0.2925,0.891064871,728,0.108935129,89,0.041,307278,225,154,KP,27.07,41.375,5496,60.6115007,817,2014
0.8568,0.742301459,0.1433,0.084278768,0.173419773,0.5115,0.0537,0.2532,0.1381,1865,27,89.8263328,90.58184819,458,Buner,69.05250404,19,60.375,0.0262,63.33279483,55.215,64.325,9.37,53.135,0.0435,0.789002558,617,0.210997442,165,0.041,506048,52,107,KP,68.825,80.105,5496,87.72617124,782,2014
0.8373,0.873126873,0.1627,0.026973027,0.0999001,0.6849,0.0155,0.2136,0.0794,996,27,98.2330468,73.9439521,874,Charsadda,91.97994269,19,62.645,0.0262,80.31088825,61.48,66.27,9.37,53.795,0.0065,0.817810458,1001,0.182189542,223,0.041,1022364,27,100,KP,69.035,88.16,5496,96.32282713,1224,2014
0.869,0.426829268,0.131,0.254573171,0.318597561,0.2808,0.0989,0.3065,0.2051,14850,27,69.53120125,88.74883412,280,Chitral,75.82527301,19,68.985,0.0262,51.94461779,67.57,63.1,9.37,64.415,0.1087,0.800976801,656,0.199023199,163,0.041,318689,167,209,KP,80.845,73.65,5496,82.18330733,819,2014
0.7742,0.728375101,0.2259,0.09135004,0.180274859,0.4389,0.0766,0.2413,0.1843,7326,27,82.3515625,84.36850921,901,Dera Ismail Khan,79.6015625,19,62.445,0.0262,68.984375,43.39,72.585,9.37,62.775,0.0589,0.78340722,1237,0.21659278,342,0.041,852995,113,223,KP,71.05,80.335,5496,86.375,1579,2014
0.7445,0.655487805,0.2556,0.100609756,0.243902439,0.405,0.055,0.255,0.2375,1597,27,90.05555556,79.17897436,215,Hangu,76.60493827,19,66.85,0.0262,65.58641975,56.145,75.555,9.37,62.165,0.0475,0.82,328,0.18,72,0.041,614529,33,80,KP,73.54,80.61,5496,91.62962963,400,2014
0.8164,0.675954592,0.1836,0.145510836,0.178534572,0.4826,0.0664,0.1879,0.1474,1725,27,74.60894942,85.21641939,655,Haripur,67.48054475,19,61.4,0.0262,68.21595331,58.165,68.36,9.37,55.385,0.1158,0.784615385,969,0.215384615,266,0.041,692228,141,173,KP,63.68,75.53,5496,82.1381323,1235,2014
0.732,0.871299871,0.268,0.051480051,0.077220077,0.3025,0.1229,0.2878,0.2006,3372,27,87.43506494,92.36633858,677,Karak,55.64285714,19,66.38,0.0262,62.04545455,52.165,76.8,9.37,57.695,0.0861,0.814465409,777,0.185534591,177,0.041,430796,40,60,KP,78.86,75.755,5496,81.28571429,954,2014
1,0.897590361,0,0.018072289,0.084337349,0.6246,0.0131,0.261,0.1013,2545,27,99.7723824,89.45544892,596,Kohat,90.22003035,19,49.795,0.0262,83.8292868,43.62,48.045,9.37,62.035,0,0.788598575,664,0.211401425,178,0.041,562644,12,56,KP,45.48,92.64,5496,99.92412747,842,2014
1,0.508975713,0,0.204857445,0.286166843,0.0264,0.3007,0.1357,0.1583,7492,27,29.57739791,59.71096728,482,Kohistan,46.26115859,19,44.295,0.0262,9.754036087,30.44,45.66,9.37,52.96,0.3789,0.892554194,947,0.107445806,114,0.041,472570,194,271,KP,48.11,35.43,5496,31.84283001,1061,2014
0.8427,0.667377399,0.1573,0.078891258,0.253731343,0.4643,0.0677,0.2665,0.1435,3164,27,82.76040555,84.36513514,626,Lakki Marwat,71.84898613,19,56.235,0.0262,80.1398079,39.275,65.73,9.37,55.82,0.0579,0.83600713,938,0.16399287,184,0.041,490025,74,238,KP,64.125,81.275,5496,87.27427962,1122,2014
0.7366,0.704527403,0.2635,0.107227959,0.188244639,0.4158,0.0471,0.3196,0.1317,1582,27,78.4511337,85.1043299,887,Lower Dir,62.04222049,19,69.865,0.0262,73.13448006,63.19,76.345,9.37,60.5,0.0859,0.807051282,1259,0.192948718,301,0.041,717649,135,237,KP,79.415,76.935,5496,85.94487881,1560,2014
0.7749,0.852575488,0.2251,0.053285968,0.094138544,0.678,0.0355,0.1801,0.0695,952,27,89.87279152,99.91007194,480,Malakand,82.21908127,19,71.385,0.0262,87.40106007,62.44,72.51,9.37,70.825,0.0369,0.79858156,563,0.20141844,142,0.041,452291,30,53,KP,79.775,90.315,5496,92.16784452,705,2014
0.8311,0.414959016,0.1689,0.331454918,0.253586066,0.2548,0.1213,0.1904,0.2165,4579,27,56.51214182,57.50383497,810,Mansehra,54.51772705,19,57.58,0.0262,41.5888781,65.03,66.89,9.37,39.925,0.217,0.847222222,1952,0.152777778,352,0.041,1152839,647,495,KP,58.47,54.705,5496,63.40189412,2304,2014
0.7287,0.878766643,0.2714,0.040644709,0.080588648,0.7862,0.0061,0.1425,0.064,1632,27,97.9297933,87.0378036,1254,Mardan,97.5,19,65.55,0.0262,84.59693514,53.81,77.135,9.37,59.245,0.0011,0.79454343,1427,0.20545657,369,0.041,1460100,58,115,KP,72,92.33,5496,94.58196721,1796,2014
